GOOG (GOOGLE INC),1031.89,-2.1799,
Nov 24 2013 @ 03:44 ET,Bid,1031.72,Ask,1031.89,Size,2x3,Vol,1254310,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
13 Nov 970.00 (GOOG1329K970-O),61.10,+0.10,60.20,63.70,1,2,13 Nov 970.00 (GOOG1329W970-O),0.50,0.0,0.20,0.30,0,168,
13 Nov 970.00 (GOOG1329K970-P),0.0,0.0,59.90,64.30,0,2,13 Nov 970.00 (GOOG1329W970-P),0.50,0.0,0.20,0.30,0,168,
13 Nov 970.00 (GOOG1329K970-S),0.0,0.0,60.20,64.20,0,2,13 Nov 970.00 (GOOG1329W970-S),0.25,-0.20,0.0,0.30,5,168,
13 Nov 970.00 (GOOG1329K970-X),0.0,0.0,60.20,63.70,0,2,13 Nov 970.00 (GOOG1329W970-X),0.25,-0.10,0.20,0.30,5,168,
13 Nov 970.00 (GOOG1329K970-Y),0.0,0.0,60.00,64.20,0,2,13 Nov 970.00 (GOOG1329W970-Y),2.90,0.0,0.05,0.40,0,168,
13 Nov 970.00 (GOOG71329K970),60.50,0.0,60.10,63.00,0,4,13 Nov 970.00 (GOOG71329W970),3.50,0.0,0.0,1.95,0,8,
13 Nov 970.00 (GOOG71329K970-4),0.0,0.0,60.10,64.20,0,4,13 Nov 970.00 (GOOG71329W970-4),0.0,0.0,0.0,1.95,0,8,
13 Nov 970.00 (GOOG71329K970-8),0.0,0.0,60.10,63.10,0,4,13 Nov 970.00 (GOOG71329W970-8),0.0,0.0,0.0,1.95,0,8,
13 Nov 970.00 (GOOG71329K970-A),0.0,0.0,59.70,63.50,0,4,13 Nov 970.00 (GOOG71329W970-A),0.0,0.0,0.0,1.95,0,8,
13 Nov 970.00 (GOOG71329K970-B),0.0,0.0,60.10,63.10,0,4,13 Nov 970.00 (GOOG71329W970-B),0.0,0.0,0.0,2.00,0,8,
13 Nov 970.00 (GOOG71329K970-E),0.0,0.0,59.50,64.20,0,4,13 Nov 970.00 (GOOG71329W970-E),0.0,0.0,0.0,1.95,0,8,
13 Nov 970.00 (GOOG71329K970-I),60.50,0.0,60.10,63.00,0,4,13 Nov 970.00 (GOOG71329W970-I),3.50,0.0,0.0,1.95,0,8,
13 Nov 970.00 (GOOG71329K970-J),0.0,0.0,0.0,0.0,0,0,13 Nov 970.00 (GOOG71329W970-J),0.0,0.0,0.0,0.0,0,0,
13 Nov 970.00 (GOOG71329K970-O),0.0,0.0,60.10,63.80,0,4,13 Nov 970.00 (GOOG71329W970-O),3.50,0.0,0.0,1.95,0,8,
13 Nov 970.00 (GOOG71329K970-P),42.70,0.0,59.10,64.00,0,4,13 Nov 970.00 (GOOG71329W970-P),0.0,0.0,0.0,5.00,0,8,
13 Nov 970.00 (GOOG71329K970-S),46.20,0.0,59.20,64.20,0,4,13 Nov 970.00 (GOOG71329W970-S),7.00,0.0,0.0,1.95,0,8,
13 Nov 970.00 (GOOG71329K970-X),0.0,0.0,60.10,63.00,0,4,13 Nov 970.00 (GOOG71329W970-X),0.0,0.0,0.0,1.95,0,8,
13 Nov 970.00 (GOOG71329K970-Y),0.0,0.0,59.20,64.00,0,4,13 Nov 970.00 (GOOG71329W970-Y),0.0,0.0,0.0,1.95,0,8,
13 Nov 975.00 (GOOG1329K975),0.0,0.0,55.30,58.70,0,0,13 Nov 975.00 (GOOG1329W975),0.32,+0.02,0.25,0.35,52,150,
13 Nov 975.00 (GOOG1329K975-4),0.0,0.0,55.30,58.70,0,0,13 Nov 975.00 (GOOG1329W975-4),0.50,0.0,0.25,0.40,0,150,
13 Nov 975.00 (GOOG1329K975-8),0.0,0.0,55.20,58.80,0,0,13 Nov 975.00 (GOOG1329W975-8),0.41,0.0,0.20,0.35,0,150,
13 Nov 975.00 (GOOG1329K975-A),0.0,0.0,0.0,0.0,0,0,13 Nov 975.00 (GOOG1329W975-A),0.60,0.0,0.0,0.35,0,150,
13 Nov 975.00 (GOOG1329K975-B),0.0,0.0,55.20,59.40,0,0,13 Nov 975.00 (GOOG1329W975-B),0.26,-3.64,0.0,0.55,12,150,
13 Nov 975.00 (GOOG1329K975-E),0.0,0.0,55.30,59.00,0,0,13 Nov 975.00 (GOOG1329W975-E),0.32,-0.23,0.05,0.35,9,150,
13 Nov 975.00 (GOOG1329K975-I),0.0,0.0,55.20,59.00,0,0,13 Nov 975.00 (GOOG1329W975-I),0.30,-0.30,0.25,0.35,1,150,
13 Nov 975.00 (GOOG1329K975-J),0.0,0.0,54.90,58.80,0,0,13 Nov 975.00 (GOOG1329W975-J),0.0,0.0,0.0,5.00,0,150,
13 Nov 975.00 (GOOG1329K975-O),0.0,0.0,55.30,58.70,0,0,13 Nov 975.00 (GOOG1329W975-O),0.30,0.0,0.25,0.35,17,150,
13 Nov 975.00 (GOOG1329K975-P),0.0,0.0,0.0,0.0,0,0,13 Nov 975.00 (GOOG1329W975-P),0.30,-7.12,0.25,0.35,3,150,
13 Nov 975.00 (GOOG1329K975-S),0.0,0.0,55.20,59.20,0,0,13 Nov 975.00 (GOOG1329W975-S),0.30,-1.10,0.0,0.35,10,150,
13 Nov 975.00 (GOOG1329K975-X),0.0,0.0,55.30,58.70,0,0,13 Nov 975.00 (GOOG1329W975-X),0.60,0.0,0.25,0.35,0,150,
13 Nov 975.00 (GOOG1329K975-Y),0.0,0.0,54.80,59.20,0,0,13 Nov 975.00 (GOOG1329W975-Y),0.0,0.0,0.10,0.40,0,150,
13 Nov 975.00 (GOOG71329K975),60.00,+1.90,55.20,58.50,1,2,13 Nov 975.00 (GOOG71329W975),2.95,0.0,0.0,2.00,0,16,
13 Nov 975.00 (GOOG71329K975-4),0.0,0.0,55.00,59.20,0,2,13 Nov 975.00 (GOOG71329W975-4),0.0,0.0,0.0,2.00,0,16,
13 Nov 975.00 (GOOG71329K975-8),0.0,0.0,55.20,58.60,0,2,13 Nov 975.00 (GOOG71329W975-8),0.0,0.0,0.0,2.00,0,16,
13 Nov 975.00 (GOOG71329K975-A),58.10,0.0,54.50,58.90,0,2,13 Nov 975.00 (GOOG71329W975-A),0.0,0.0,0.0,2.00,0,16,
13 Nov 975.00 (GOOG71329K975-B),0.0,0.0,55.20,58.60,0,2,13 Nov 975.00 (GOOG71329W975-B),0.0,0.0,0.0,2.05,0,16,
13 Nov 975.00 (GOOG71329K975-E),0.0,0.0,54.90,59.20,0,2,13 Nov 975.00 (GOOG71329W975-E),2.54,0.0,0.0,2.00,0,16,
13 Nov 975.00 (GOOG71329K975-I),0.0,0.0,55.20,58.50,0,2,13 Nov 975.00 (GOOG71329W975-I),2.95,0.0,0.0,2.00,0,16,
13 Nov 975.00 (GOOG71329K975-J),0.0,0.0,0.0,0.0,0,0,13 Nov 975.00 (GOOG71329W975-J),0.0,0.0,0.0,0.0,0,0,
13 Nov 975.00 (GOOG71329K975-O),0.0,0.0,55.20,58.80,0,2,13 Nov 975.00 (GOOG71329W975-O),0.0,0.0,0.0,2.00,0,16,
13 Nov 975.00 (GOOG71329K975-P),0.0,0.0,54.50,59.00,0,2,13 Nov 975.00 (GOOG71329W975-P),2.95,0.0,0.0,5.00,0,16,
13 Nov 975.00 (GOOG71329K975-S),0.0,0.0,54.20,59.20,0,2,13 Nov 975.00 (GOOG71329W975-S),0.0,0.0,0.0,2.00,0,16,
13 Nov 975.00 (GOOG71329K975-X),60.00,-7.00,55.20,58.50,1,2,13 Nov 975.00 (GOOG71329W975-X),0.0,0.0,0.0,2.00,0,16,
13 Nov 975.00 (GOOG71329K975-Y),0.0,0.0,54.20,59.20,0,2,13 Nov 975.00 (GOOG71329W975-Y),0.0,0.0,0.0,2.00,0,16,
13 Nov 980.00 (GOOG1329K980),53.20,+1.51,50.30,53.20,14,29,13 Nov 980.00 (GOOG1329W980),0.42,+0.02,0.30,0.35,81,209,
13 Nov 980.00 (GOOG1329K980-4),48.50,0.0,50.30,53.20,0,29,13 Nov 980.00 (GOOG1329W980-4),0.55,0.0,0.25,0.40,0,209,
13 Nov 980.00 (GOOG1329K980-8),54.96,0.0,50.20,53.20,0,29,13 Nov 980.00 (GOOG1329W980-8),0.42,+0.02,0.20,0.45,13,209,
13 Nov 980.00 (GOOG1329K980-A),0.0,0.0,50.30,53.20,0,29,13 Nov 980.00 (GOOG1329W980-A),0.73,0.0,0.0,3.30,0,209,
13 Nov 980.00 (GOOG1329K980-B),0.0,0.0,50.20,53.30,0,29,13 Nov 980.00 (GOOG1329W980-B),0.0,0.0,0.0,0.65,0,209,
13 Nov 980.00 (GOOG1329K980-E),51.69,0.0,50.30,53.70,0,29,13 Nov 980.00 (GOOG1329W980-E),0.37,-0.03,0.25,0.45,38,209,
13 Nov 980.00 (GOOG1329K980-I),0.0,0.0,50.30,53.20,0,29,13 Nov 980.00 (GOOG1329W980-I),0.65,0.0,0.30,0.45,0,209,
13 Nov 980.00 (GOOG1329K980-J),0.0,0.0,49.90,53.80,0,29,13 Nov 980.00 (GOOG1329W980-J),0.0,0.0,0.0,5.00,0,209,
13 Nov 980.00 (GOOG1329K980-O),52.00,0.0,50.30,53.20,0,29,13 Nov 980.00 (GOOG1329W980-O),0.35,-0.25,0.25,0.45,25,209,
13 Nov 980.00 (GOOG1329K980-P),0.0,0.0,49.90,53.70,0,29,13 Nov 980.00 (GOOG1329W980-P),0.41,0.0,0.25,0.40,0,209,
13 Nov 980.00 (GOOG1329K980-S),53.20,+4.20,50.20,53.70,14,29,13 Nov 980.00 (GOOG1329W980-S),0.25,-0.45,0.0,0.35,5,209,
13 Nov 980.00 (GOOG1329K980-X),0.0,0.0,50.30,53.20,0,29,13 Nov 980.00 (GOOG1329W980-X),0.36,0.0,0.25,0.40,0,209,
13 Nov 980.00 (GOOG1329K980-Y),0.0,0.0,50.20,53.70,0,29,13 Nov 980.00 (GOOG1329W980-Y),0.41,0.0,0.10,0.40,0,209,
13 Nov 980.00 (GOOG71329K980),0.0,0.0,50.20,53.80,0,0,13 Nov 980.00 (GOOG71329W980),1.37,0.0,0.0,2.00,0,27,
13 Nov 980.00 (GOOG71329K980-4),0.0,0.0,50.20,54.60,0,0,13 Nov 980.00 (GOOG71329W980-4),0.0,0.0,0.0,2.00,0,27,
13 Nov 980.00 (GOOG71329K980-8),0.0,0.0,50.20,53.90,0,0,13 Nov 980.00 (GOOG71329W980-8),0.0,0.0,0.0,2.00,0,27,
13 Nov 980.00 (GOOG71329K980-A),0.0,0.0,50.00,53.90,0,0,13 Nov 980.00 (GOOG71329W980-A),0.0,0.0,0.0,2.00,0,27,
13 Nov 980.00 (GOOG71329K980-B),0.0,0.0,50.20,53.90,0,0,13 Nov 980.00 (GOOG71329W980-B),1.37,0.0,0.0,2.05,0,27,
13 Nov 980.00 (GOOG71329K980-E),0.0,0.0,49.60,54.50,0,0,13 Nov 980.00 (GOOG71329W980-E),3.14,0.0,0.0,2.00,0,27,
13 Nov 980.00 (GOOG71329K980-I),0.0,0.0,50.20,53.80,0,0,13 Nov 980.00 (GOOG71329W980-I),0.0,0.0,0.0,2.00,0,27,
13 Nov 980.00 (GOOG71329K980-J),0.0,0.0,0.0,0.0,0,0,13 Nov 980.00 (GOOG71329W980-J),0.0,0.0,0.0,0.0,0,0,
13 Nov 980.00 (GOOG71329K980-O),0.0,0.0,50.20,53.80,0,0,13 Nov 980.00 (GOOG71329W980-O),2.00,0.0,0.0,2.00,0,27,
13 Nov 980.00 (GOOG71329K980-P),0.0,0.0,0.0,0.0,0,0,13 Nov 980.00 (GOOG71329W980-P),0.0,0.0,0.0,5.00,0,27,
13 Nov 980.00 (GOOG71329K980-S),0.0,0.0,49.60,54.60,0,0,13 Nov 980.00 (GOOG71329W980-S),8.50,0.0,0.0,2.00,0,27,
13 Nov 980.00 (GOOG71329K980-X),0.0,0.0,50.20,53.80,0,0,13 Nov 980.00 (GOOG71329W980-X),3.80,0.0,0.0,2.00,0,27,
13 Nov 980.00 (GOOG71329K980-Y),0.0,0.0,49.60,54.10,0,0,13 Nov 980.00 (GOOG71329W980-Y),3.50,0.0,0.0,2.00,0,27,
13 Nov 985.00 (GOOG1329K985),59.20,0.0,45.60,48.80,0,12,13 Nov 985.00 (GOOG1329W985),0.43,-0.07,0.30,0.40,25,271,
13 Nov 985.00 (GOOG1329K985-4),59.20,0.0,45.20,49.30,0,12,13 Nov 985.00 (GOOG1329W985-4),0.60,0.0,0.30,0.45,0,271,
13 Nov 985.00 (GOOG1329K985-8),0.0,0.0,45.20,48.90,0,12,13 Nov 985.00 (GOOG1329W985-8),0.44,-0.43,0.25,0.45,10,271,
13 Nov 985.00 (GOOG1329K985-A),0.0,0.0,45.00,49.00,0,12,13 Nov 985.00 (GOOG1329W985-A),0.85,0.0,0.0,3.30,0,271,
13 Nov 985.00 (GOOG1329K985-B),0.0,0.0,45.20,48.90,0,12,13 Nov 985.00 (GOOG1329W985-B),3.10,0.0,0.0,1.15,0,271,
13 Nov 985.00 (GOOG1329K985-E),55.21,0.0,45.60,48.90,0,12,13 Nov 985.00 (GOOG1329W985-E),0.43,-0.07,0.15,0.40,14,271,
13 Nov 985.00 (GOOG1329K985-I),0.0,0.0,45.20,48.80,0,12,13 Nov 985.00 (GOOG1329W985-I),1.00,0.0,0.30,0.95,0,271,
13 Nov 985.00 (GOOG1329K985-J),0.0,0.0,45.00,48.80,0,12,13 Nov 985.00 (GOOG1329W985-J),3.10,0.0,0.0,5.00,0,271,
13 Nov 985.00 (GOOG1329K985-O),0.0,0.0,45.20,48.80,0,12,13 Nov 985.00 (GOOG1329W985-O),0.35,-0.40,0.30,0.95,1,271,
13 Nov 985.00 (GOOG1329K985-P),0.0,0.0,44.40,49.10,0,12,13 Nov 985.00 (GOOG1329W985-P),0.85,0.0,0.30,0.45,0,271,
13 Nov 985.00 (GOOG1329K985-S),0.0,0.0,45.20,49.30,0,12,13 Nov 985.00 (GOOG1329W985-S),2.00,0.0,0.0,0.50,0,271,
13 Nov 985.00 (GOOG1329K985-X),0.0,0.0,45.20,48.80,0,12,13 Nov 985.00 (GOOG1329W985-X),0.62,0.0,0.30,0.45,0,271,
13 Nov 985.00 (GOOG1329K985-Y),0.0,0.0,45.00,49.30,0,12,13 Nov 985.00 (GOOG1329W985-Y),3.40,0.0,0.15,0.45,0,271,
13 Nov 985.00 (GOOG71329K985),0.0,0.0,45.20,48.50,0,0,13 Nov 985.00 (GOOG71329W985),0.0,0.0,0.0,2.05,0,0,
13 Nov 985.00 (GOOG71329K985-4),0.0,0.0,45.20,49.40,0,0,13 Nov 985.00 (GOOG71329W985-4),0.0,0.0,0.0,2.05,0,0,
13 Nov 985.00 (GOOG71329K985-8),0.0,0.0,45.20,48.60,0,0,13 Nov 985.00 (GOOG71329W985-8),0.0,0.0,0.0,2.05,0,0,
13 Nov 985.00 (GOOG71329K985-A),0.0,0.0,44.60,48.70,0,0,13 Nov 985.00 (GOOG71329W985-A),0.0,0.0,0.0,2.05,0,0,
13 Nov 985.00 (GOOG71329K985-B),0.0,0.0,45.20,48.60,0,0,13 Nov 985.00 (GOOG71329W985-B),0.0,0.0,0.0,2.10,0,0,
13 Nov 985.00 (GOOG71329K985-E),0.0,0.0,44.70,49.40,0,0,13 Nov 985.00 (GOOG71329W985-E),0.0,0.0,0.0,2.05,0,0,
13 Nov 985.00 (GOOG71329K985-I),0.0,0.0,45.20,48.50,0,0,13 Nov 985.00 (GOOG71329W985-I),0.0,0.0,0.0,2.05,0,0,
13 Nov 985.00 (GOOG71329K985-J),0.0,0.0,0.0,0.0,0,0,13 Nov 985.00 (GOOG71329W985-J),0.0,0.0,0.0,0.0,0,0,
13 Nov 985.00 (GOOG71329K985-O),0.0,0.0,45.20,49.00,0,0,13 Nov 985.00 (GOOG71329W985-O),0.0,0.0,0.0,2.05,0,0,
13 Nov 985.00 (GOOG71329K985-P),0.0,0.0,44.40,49.10,0,0,13 Nov 985.00 (GOOG71329W985-P),0.0,0.0,0.0,5.00,0,0,
13 Nov 985.00 (GOOG71329K985-S),0.0,0.0,44.70,49.40,0,0,13 Nov 985.00 (GOOG71329W985-S),0.0,0.0,0.0,2.05,0,0,
13 Nov 985.00 (GOOG71329K985-X),0.0,0.0,45.20,48.50,0,0,13 Nov 985.00 (GOOG71329W985-X),0.0,0.0,0.0,2.05,0,0,
13 Nov 985.00 (GOOG71329K985-Y),0.0,0.0,44.70,49.00,0,0,13 Nov 985.00 (GOOG71329W985-Y),0.0,0.0,0.0,2.05,0,0,
13 Nov 990.00 (GOOG1329K990),41.51,+1.39,40.70,43.40,3,34,13 Nov 990.00 (GOOG1329W990),0.45,-0.03,0.35,0.50,233,482,
13 Nov 990.00 (GOOG1329K990-4),0.0,0.0,40.70,43.40,0,34,13 Nov 990.00 (GOOG1329W990-4),0.90,0.0,0.25,0.50,0,482,
13 Nov 990.00 (GOOG1329K990-8),0.0,0.0,40.40,43.50,0,34,13 Nov 990.00 (GOOG1329W990-8),0.46,-0.23,0.30,0.50,40,482,
13 Nov 990.00 (GOOG1329K990-A),0.0,0.0,40.00,43.90,0,34,13 Nov 990.00 (GOOG1329W990-A),0.63,-0.65,0.0,0.50,1,482,
13 Nov 990.00 (GOOG1329K990-B),50.70,0.0,40.60,43.50,0,34,13 Nov 990.00 (GOOG1329W990-B),5.20,0.0,0.0,0.60,0,482,
13 Nov 990.00 (GOOG1329K990-E),41.51,+1.39,40.70,43.90,3,34,13 Nov 990.00 (GOOG1329W990-E),0.50,+0.02,0.20,0.50,160,482,
13 Nov 990.00 (GOOG1329K990-I),39.50,0.0,40.70,43.40,0,34,13 Nov 990.00 (GOOG1329W990-I),0.50,-0.05,0.35,0.50,13,482,
13 Nov 990.00 (GOOG1329K990-J),0.0,0.0,40.00,43.90,0,34,13 Nov 990.00 (GOOG1329W990-J),5.20,0.0,0.0,0.50,0,482,
13 Nov 990.00 (GOOG1329K990-O),54.00,0.0,40.70,43.40,0,34,13 Nov 990.00 (GOOG1329W990-O),0.45,-0.45,0.30,0.50,1,482,
13 Nov 990.00 (GOOG1329K990-P),0.0,0.0,40.00,43.90,0,34,13 Nov 990.00 (GOOG1329W990-P),0.45,-0.20,0.35,0.50,11,482,
13 Nov 990.00 (GOOG1329K990-S),39.20,0.0,40.30,43.80,0,34,13 Nov 990.00 (GOOG1329W990-S),1.30,0.0,0.0,0.50,0,482,
13 Nov 990.00 (GOOG1329K990-X),45.00,0.0,40.70,43.40,0,34,13 Nov 990.00 (GOOG1329W990-X),0.48,+0.01,0.25,0.50,6,482,
13 Nov 990.00 (GOOG1329K990-Y),0.0,0.0,39.40,44.40,0,34,13 Nov 990.00 (GOOG1329W990-Y),0.46,-0.24,0.15,0.50,1,482,
13 Nov 990.00 (GOOG71329K990),0.0,0.0,40.30,43.50,0,0,13 Nov 990.00 (GOOG71329W990),1.54,0.0,0.0,2.00,0,7,
13 Nov 990.00 (GOOG71329K990-4),0.0,0.0,40.30,44.70,0,0,13 Nov 990.00 (GOOG71329W990-4),0.0,0.0,0.0,2.00,0,7,
13 Nov 990.00 (GOOG71329K990-8),0.0,0.0,40.30,43.60,0,0,13 Nov 990.00 (GOOG71329W990-8),5.31,0.0,0.0,2.00,0,7,
13 Nov 990.00 (GOOG71329K990-A),0.0,0.0,39.80,44.00,0,0,13 Nov 990.00 (GOOG71329W990-A),5.10,0.0,0.0,2.00,0,7,
13 Nov 990.00 (GOOG71329K990-B),0.0,0.0,40.30,43.60,0,0,13 Nov 990.00 (GOOG71329W990-B),0.0,0.0,0.0,2.05,0,7,
13 Nov 990.00 (GOOG71329K990-E),0.0,0.0,39.70,44.50,0,0,13 Nov 990.00 (GOOG71329W990-E),1.54,0.0,0.0,2.00,0,7,
13 Nov 990.00 (GOOG71329K990-I),0.0,0.0,40.30,43.50,0,0,13 Nov 990.00 (GOOG71329W990-I),0.0,0.0,0.0,2.00,0,7,
13 Nov 990.00 (GOOG71329K990-J),0.0,0.0,0.0,0.0,0,0,13 Nov 990.00 (GOOG71329W990-J),0.0,0.0,0.0,0.0,0,0,
13 Nov 990.00 (GOOG71329K990-O),0.0,0.0,40.30,44.10,0,0,13 Nov 990.00 (GOOG71329W990-O),5.70,0.0,0.0,2.00,0,7,
13 Nov 990.00 (GOOG71329K990-P),0.0,0.0,0.0,0.0,0,0,13 Nov 990.00 (GOOG71329W990-P),0.0,0.0,0.0,5.00,0,7,
13 Nov 990.00 (GOOG71329K990-S),0.0,0.0,39.70,44.70,0,0,13 Nov 990.00 (GOOG71329W990-S),0.0,0.0,0.0,2.00,0,7,
13 Nov 990.00 (GOOG71329K990-X),0.0,0.0,40.30,43.50,0,0,13 Nov 990.00 (GOOG71329W990-X),0.0,0.0,0.0,2.00,0,7,
13 Nov 990.00 (GOOG71329K990-Y),0.0,0.0,39.70,44.30,0,0,13 Nov 990.00 (GOOG71329W990-Y),0.0,0.0,0.0,2.00,0,7,
13 Nov 995.00 (GOOG1329K995),37.12,0.0,35.50,38.80,0,18,13 Nov 995.00 (GOOG1329W995),0.55,0.0,0.45,0.55,224,307,
13 Nov 995.00 (GOOG1329K995-4),0.0,0.0,35.50,38.80,0,18,13 Nov 995.00 (GOOG1329W995-4),1.00,0.0,0.30,0.55,0,307,
13 Nov 995.00 (GOOG1329K995-8),0.0,0.0,35.40,38.90,0,18,13 Nov 995.00 (GOOG1329W995-8),0.60,+0.01,0.30,0.55,34,307,
13 Nov 995.00 (GOOG1329K995-A),0.0,0.0,35.00,39.20,0,18,13 Nov 995.00 (GOOG1329W995-A),0.55,-0.10,0.0,0.55,6,307,
13 Nov 995.00 (GOOG1329K995-B),0.0,0.0,35.40,38.90,0,18,13 Nov 995.00 (GOOG1329W995-B),0.55,-6.19,0.0,0.65,1,307,
13 Nov 995.00 (GOOG1329K995-E),37.12,0.0,35.50,38.80,0,18,13 Nov 995.00 (GOOG1329W995-E),0.56,-0.09,0.25,0.55,69,307,
13 Nov 995.00 (GOOG1329K995-I),44.10,0.0,35.40,39.30,0,18,13 Nov 995.00 (GOOG1329W995-I),1.00,0.0,0.35,0.55,0,307,
13 Nov 995.00 (GOOG1329K995-J),0.0,0.0,35.10,39.00,0,18,13 Nov 995.00 (GOOG1329W995-J),0.0,0.0,0.0,5.00,0,307,
13 Nov 995.00 (GOOG1329K995-O),0.0,0.0,35.50,39.00,0,18,13 Nov 995.00 (GOOG1329W995-O),0.55,0.0,0.35,0.55,79,307,
13 Nov 995.00 (GOOG1329K995-P),0.0,0.0,35.20,39.60,0,18,13 Nov 995.00 (GOOG1329W995-P),0.59,-0.02,0.45,0.60,7,307,
13 Nov 995.00 (GOOG1329K995-S),0.0,0.0,35.40,39.30,0,18,13 Nov 995.00 (GOOG1329W995-S),1.50,0.0,0.0,0.55,0,307,
13 Nov 995.00 (GOOG1329K995-X),0.0,0.0,35.50,39.00,0,18,13 Nov 995.00 (GOOG1329W995-X),0.55,0.0,0.30,0.55,28,307,
13 Nov 995.00 (GOOG1329K995-Y),0.0,0.0,34.90,39.50,0,18,13 Nov 995.00 (GOOG1329W995-Y),0.61,0.0,0.25,0.55,0,307,
13 Nov 995.00 (GOOG71329K995),0.0,0.0,35.40,38.50,0,0,13 Nov 995.00 (GOOG71329W995),0.0,0.0,0.0,2.15,0,0,
13 Nov 995.00 (GOOG71329K995-4),0.0,0.0,35.20,38.50,0,0,13 Nov 995.00 (GOOG71329W995-4),0.0,0.0,0.0,2.15,0,0,
13 Nov 995.00 (GOOG71329K995-8),0.0,0.0,35.40,38.50,0,0,13 Nov 995.00 (GOOG71329W995-8),0.0,0.0,0.0,2.15,0,0,
13 Nov 995.00 (GOOG71329K995-A),0.0,0.0,34.70,38.80,0,0,13 Nov 995.00 (GOOG71329W995-A),0.0,0.0,0.0,2.15,0,0,
13 Nov 995.00 (GOOG71329K995-B),0.0,0.0,35.40,38.60,0,0,13 Nov 995.00 (GOOG71329W995-B),0.0,0.0,0.0,2.20,0,0,
13 Nov 995.00 (GOOG71329K995-E),0.0,0.0,34.80,38.50,0,0,13 Nov 995.00 (GOOG71329W995-E),0.0,0.0,0.0,2.15,0,0,
13 Nov 995.00 (GOOG71329K995-I),0.0,0.0,35.40,38.50,0,0,13 Nov 995.00 (GOOG71329W995-I),0.0,0.0,0.0,2.15,0,0,
13 Nov 995.00 (GOOG71329K995-J),0.0,0.0,0.0,0.0,0,0,13 Nov 995.00 (GOOG71329W995-J),0.0,0.0,0.0,0.0,0,0,
13 Nov 995.00 (GOOG71329K995-O),0.0,0.0,35.40,38.50,0,0,13 Nov 995.00 (GOOG71329W995-O),0.0,0.0,0.0,2.15,0,0,
13 Nov 995.00 (GOOG71329K995-P),0.0,0.0,34.30,38.80,0,0,13 Nov 995.00 (GOOG71329W995-P),0.0,0.0,0.0,5.00,0,0,
13 Nov 995.00 (GOOG71329K995-S),0.0,0.0,34.80,38.50,0,0,13 Nov 995.00 (GOOG71329W995-S),0.0,0.0,0.0,2.15,0,0,
13 Nov 995.00 (GOOG71329K995-X),0.0,0.0,35.40,38.50,0,0,13 Nov 995.00 (GOOG71329W995-X),0.0,0.0,0.0,2.15,0,0,
13 Nov 995.00 (GOOG71329K995-Y),0.0,0.0,34.80,38.50,0,0,13 Nov 995.00 (GOOG71329W995-Y),0.0,0.0,0.0,2.15,0,0,
13 Nov 1000.00 (GOOG1329K1000),31.20,-4.30,31.20,33.40,155,210,13 Nov 1000.00 (GOOG1329W1000),0.75,+0.01,0.65,0.75,524,734,
13 Nov 1000.00 (GOOG1329K1000-4),32.40,0.0,31.20,33.50,0,210,13 Nov 1000.00 (GOOG1329W1000-4),0.75,-1.30,0.60,0.85,2,734,
13 Nov 1000.00 (GOOG1329K1000-8),33.70,+7.55,31.20,33.40,120,210,13 Nov 1000.00 (GOOG1329W1000-8),0.80,-0.29,0.55,0.75,196,734,
13 Nov 1000.00 (GOOG1329K1000-A),34.10,0.0,31.20,33.40,0,210,13 Nov 1000.00 (GOOG1329W1000-A),0.67,-1.51,0.0,0.75,4,734,
13 Nov 1000.00 (GOOG1329K1000-B),45.05,0.0,31.10,33.60,0,210,13 Nov 1000.00 (GOOG1329W1000-B),0.70,-0.26,0.0,0.95,1,734,
13 Nov 1000.00 (GOOG1329K1000-E),34.50,+3.66,31.20,33.40,2,210,13 Nov 1000.00 (GOOG1329W1000-E),0.76,+0.02,0.45,0.75,229,734,
13 Nov 1000.00 (GOOG1329K1000-I),36.00,0.0,31.20,33.40,0,210,13 Nov 1000.00 (GOOG1329W1000-I),0.65,-0.45,0.65,0.80,13,734,
13 Nov 1000.00 (GOOG1329K1000-J),0.0,0.0,31.20,33.40,0,210,13 Nov 1000.00 (GOOG1329W1000-J),0.80,0.0,0.0,0.75,1,734,
13 Nov 1000.00 (GOOG1329K1000-O),34.20,-1.30,31.20,33.40,30,210,13 Nov 1000.00 (GOOG1329W1000-O),0.80,+0.05,0.60,0.80,26,734,
13 Nov 1000.00 (GOOG1329K1000-P),32.40,0.0,31.20,34.20,0,210,13 Nov 1000.00 (GOOG1329W1000-P),0.75,0.0,0.60,0.75,12,734,
13 Nov 1000.00 (GOOG1329K1000-S),31.20,-1.80,31.20,33.40,3,210,13 Nov 1000.00 (GOOG1329W1000-S),0.80,+0.05,0.0,0.75,9,734,
13 Nov 1000.00 (GOOG1329K1000-X),31.62,0.0,31.20,33.40,0,210,13 Nov 1000.00 (GOOG1329W1000-X),0.77,-0.03,0.60,0.75,21,734,
13 Nov 1000.00 (GOOG1329K1000-Y),0.0,0.0,31.20,33.90,0,210,13 Nov 1000.00 (GOOG1329W1000-Y),0.75,-1.05,0.40,1.35,11,734,
13 Nov 1000.00 (GOOG71329K1000),34.60,0.0,30.50,33.70,0,20,13 Nov 1000.00 (GOOG71329W1000),1.23,-2.30,0.0,2.40,2,5,
